상호,운영시간,업종,도로명주소,지번주소,전화번호,위도,경도
사고파,09:30~18:30,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-565-1507,36.80234259,127.1498937
신방상회,"09:00~19:00(하절기), 17:30(동절기)",의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-562-4089,36.80240344,127.1498714
광흥주단이불,09:00~19:00,침구/주단,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-551-4649,36.80203384,127.1499884
홍실폐백,09:00~18:00,마트/식품,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.8021127,127.1499773
정화상회,11:00~18:00,침구/주단,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-561-5173,36.80217804,127.149969
공실369,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80217805,127.149969
진영양복점,09:30~19:00,생활서비스,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-562-9842,36.80227262,127.1499944
명품옷수선,09:00~20:00,생활서비스,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80234698,127.1499806
공실372,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80234699,127.1499806
육구이불,11:00~18:00,침구/주단,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-558-8008,36.80250013,127.1500173
일신침구사,10:00~18:30,침구/주단,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-562-1926,36.80252035,127.1500565
공실375,폐업,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80252036,127.1500565
대성사,10:00~18:00,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-562-9596,36.80249539,127.1502022
자연식품,09:30~18:30,마트/식품,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-552-5913,36.80250427,127.1503058
신성정육점,06:30~18:30,축산물,충청남도 천안시 동남구 영성로 51,충청남도 천안시 동남구 사직동 36-2,041-551-5952,36.80287605,127.1502449
대현수산,10:00~22:00,수산물,충청남도 천안시 동남구 영성로 51,충청남도 천안시 동남구 사직동 36-2,041-552-5904,36.8028739,127.1501665
어부수산물,"화요일 휴무, 09:00~18:00",수산물,충청남도 천안시 동남구 영성로 51,충청남도 천안시 동남구 사직동 36-2,041-557-5675,36.80285158,127.1499984
부부상회,08:00~19:00,농산물/청과,충청남도 천안시 동남구 영성로 51,충청남도 천안시 동남구 사직동 36-2,,36.80285605,127.1500292
우리상회,07:00~18:30,축산물,충청남도 천안시 동남구 영성로 51,충청남도 천안시 동남구 사직동 36-2,041-561-3476,36.80286051,127.1500628
도고수산,08:30~18:30,수산물,충청남도 천안시 동남구 대흥로 114,충청남도 천안시 동남구 사직동 187-4,041-563-2523,36.80001968,127.1501245
나정식당,12:00~22:30,식당/음식,충청남도 천안시 동남구 대흥로 114,충청남도 천안시 동남구 사직동 187-4,041-562-1305,36.80005132,127.1500452
공실385,공실,기타,충청남도 천안시 동남구 대흥로 114,충청남도 천안시 동남구 사직동 187-4,,36.80005133,127.1500452
풍원농약사,06:00~20:00,기타,충청남도 천안시 동남구 대흥로 116,충청남도 천안시 동남구 사직동 189-9,041-565-5265,36.80010042,127.1499411
남산중앙약국,평일 08:20~19:00 주말 08:20~15:00,의료/건강,충청남도 천안시 동남구 대흥로 118,충청남도 천안시 동남구 사직동 188-8,041-555-6275,36.80015732,127.1498465
풍기인견,10:00~18:00,의류/잡화,충청남도 천안시 동남구 대흥로 118,충청남도 천안시 동남구 사직동 188-8,041-564-7522,36.80017984,127.1497742
중앙비닐포장,08:00~19:00,생활용품,충청남도 천안시 동남구 대흥로 118,충청남도 천안시 동남구 사직동 188-8,,36.80014714,127.1498485
바른가정의학과,09:00~18:00 / 목요일 09:00~13:00,의료/건강,충청남도 천안시 동남구 대흥로 118,충청남도 천안시 동남구 사직동 188-8,041-569-2228,36.80022172,127.1498673
바른물리치료실,09:00~18:00 / 목요일 09:00~13:00,의료/건강,충청남도 천안시 동남구 대흥로 118,충청남도 천안시 동남구 사직동 188-8,041-569-2228,36.80022172,127.1498673
김앤박 치과,09:00~18:00,의료/건강,충청남도 천안시 동남구 대흥로 118,충청남도 천안시 동남구 사직동 188-8,041-622-2879,36.80022172,127.1498673
정다운한의원,09:00~18:00 / 목요일 09:00~13:00,의료/건강,충청남도 천안시 동남구 대흥로 118,충청남도 천안시 동남구 사직동 188-8,041-565-3515,36.80022172,127.1498673
공실394,공실,기타,충청남도 천안시 동남구 대흥로 118,충청남도 천안시 동남구 사직동 188-8,,36.80022172,127.1498673
헬스트론,09:00~18:00,의료/건강,충청남도 천안시 동남구 대흥로 118,충청남도 천안시 동남구 사직동 188-8,,36.80022172,127.1498673
태화슈퍼,07:00~20:00,마트/식품,충청남도 천안시 동남구 사직로 2-1,충청남도 천안시 동남구 사직동 188-10,041-551-4892,36.80032599,127.1497249
원모바일,09:30~20:00,전기/가전,충청남도 천안시 동남구 사직로 2,충청남도 천안시 동남구 사직동 188-4,,36.80027923,127.1497492
천안남산중앙시장가마솥선지국밥,06:00~19:00,식당/음식,충청남도 천안시 동남구 사직로 2-2,충청남도 천안시 동남구 사직동 188-6,041-574-5665,36.8002991,127.1497422
밝은미래약국,09:00~18:00,의료/건강,충청남도 천안시 동남구 사직로 4,충청남도 천안시 동남구 사직동 188-2,041-565-5006,36.80047683,127.1497035
안나의 뜰,11:00~17:00,의류/잡화,충청남도 천안시 동남구 사직로 4,충청남도 천안시 동남구 사직동 188-2,041-558-8251,36.80047683,127.1497035
다사랑의원,09:00~17:00,의료/건강,충청남도 천안시 동남구 사직로 4,충청남도 천안시 동남구 사직동 188-2,041-523-7587,36.80047683,127.1497035
사직천안종합약국,09:00~20:00,의료/건강,충청남도 천안시 동남구 사직로 6,충청남도 천안시 동남구 사직동 190-6,041-522-8290,36.80056323,127.149674
다이소 천안중앙시장점,10:00~22:00,마트/식품,충청남도 천안시 동남구 사직로 6-1,충청남도 천안시 동남구 사직동 190-5,041-565-6016,36.80065345,127.1497517
공실404,공실,기타,충청남도 천안시 동남구 사직로 8,충청남도 천안시 동남구 사직동 190-4,,36.80065346,127.1497517
킹콩,07:00~19:00,마트/식품,충청남도 천안시 동남구 사직로 8,충청남도 천안시 동남구 사직동 190-4,,36.80074268,127.1496458
삼화상회,06:00~18:00,기타,충청남도 천안시 동남구 사직로 10,충청남도 천안시 동남구 사직동 190-8,041-551-2759,36.80088765,127.1496079
선우수산,06:00~19:00,수산물,충청남도 천안시 동남구 사직로 8,충청남도 천안시 동남구 사직동 190-4,,36.8009224,127.1496058
한일기물,10:00~18:00,생활용품,충청남도 천안시 동남구 사직로 10-2,충청남도 천안시 동남구 사직동 190-2,041-555-8080,36.80097768,127.1496697
진흥상회,08:30~18:30,농산물/청과,충청남도 천안시 동남구 사직로 10-4,충청남도 천안시 동남구 사직동 190-1,041-551-5098,36.80099324,127.1498379
신계미용실,08:30~17:00,생활서비스,충청남도 천안시 동남구 영성로 25-65,충청남도 천안시 동남구 사직동 190-15,041-557-7075,36.80076114,127.1498906
공실411,공실,기타,충청남도 천안시 동남구 영성로 25-45,충청남도 천안시 동남구 사직동 189,,36.80049755,127.1499013
못난이꽈배기,09:30~19:00,식당/음식,충청남도 천안시 동남구 사직로 10-6,충청남도 천안시 동남구 사직동 181-3,,36.80102234,127.1499812
봉이치킨사직점,12:00~21:00,식당/음식,충청남도 천안시 동남구 사직로 10-6,충청남도 천안시 동남구 사직동 181-3,041-568-0741,36.80100659,127.1499723
참도토리식품,08:00~19:00,마트/식품,충청남도 천안시 동남구 사직로 10-6,충청남도 천안시 동남구 사직동 181-3,041-551-5164,36.80093901,127.1499722
겨자씨카페,09:30~17:30,식당/음식,충청남도 천안시 동남구 사직로 10-6,충청남도 천안시 동남구 사직동 181-3,,36.80088492,127.1499889
양촌암,09:00~18:00,기타,충청남도 천안시 동남구 사직로 10-6,충청남도 천안시 동남구 사직동 181-3,,36.80079027,127.1500111
공실417,공실,기타,충청남도 천안시 동남구 사직로 10-6,충청남도 천안시 동남구 사직동 181-3,,36.80064606,127.1500417
신짬뽕,09:00~20:00,식당/음식,충청남도 천안시 동남구 영성로 25-6,충청남도 천안시 동남구 사직동 181-11,041-551-3579,36.80079688,127.1501316
공실419,공실,기타,충청남도 천안시 동남구 영성로 25-6,충청남도 천안시 동남구 사직동 181-11,,36.80080812,127.1501484
신화상회,08:00~18:00,농산물/청과,충청남도 천안시 동남구 영성로 25-4,충청남도 천안시 동남구 사직동 181-2,041-551-3980,36.80079442,127.1502969
공실421,공실,기타,충청남도 천안시 동남구 영성로 25-4,충청남도 천안시 동남구 사직동 181-2,,36.80091162,127.1502551
공실422,폐업,기타,충청남도 천안시 동남구 영성로 25-4,충청남도 천안시 동남구 사직동 181-2,,36.8007223,127.1503192
서울탕제원,06:00~21:00,의료/건강,충청남도 천안시 동남구 사직로 10-8,충청남도 천안시 동남구 사직동 181-11,041-556-1277,36.80100644,127.1500872
서울한약건재도매약업사,06:00~21:00,의료/건강,충청남도 천안시 동남구 사직로 10-8,충청남도 천안시 동남구 사직동 181-11,041-556-1277,36.80100644,127.1500872
유신상회,08:00~18:00,농산물/청과,충청남도 천안시 동남구 사직로 10-8,충청남도 천안시 동남구 사직동 181-11,041-551-2391,36.80103561,127.1501853
원조옥수사,11:30~20:30,식당/음식,충청남도 천안시 동남구 영성로 25-3,충청남도 천안시 동남구 사직동 181-3,041-551-1202,36.80058499,127.1502348
공실427,공실,기타,충청남도 천안시 동남구 영성로 25-61,충청남도 천안시 동남구 사직동 181-3,,36.8005537,127.1500359
장원족발,10:00~소진시,식당/음식,충청남도 천안시 동남구 사직로 10-10,충청남도 천안시 동남구 사직동 182-2,041-523-5670,36.80104,127.150275
영광모시떡,08:00~19:00,식당/음식,충청남도 천안시 동남구 사직로 10-10,충청남도 천안시 동남구 사직동 182-2,,36.80103771,127.150303
와유패션,10:30~18:00,의류/잡화,충청남도 천안시 동남구 사직로 10-10,충청남도 천안시 동남구 사직동 182-2,,36.80104668,127.1503338
천안과일도매센터,07:30~20:00,농산물/청과,충청남도 천안시 동남구 사직로 10-12,충청남도 천안시 동남구 사직동 182-1,041-522-8767,36.80106674,127.1505047
신성종합장식,09:00~19:00,기타,충청남도 천안시 동남구 영성로 33,충청남도 천안시 동남구 사직동 178-2,041-562-0951,36.80133936,127.15048
안동청과,07:30~20:00,농산물/청과,충청남도 천안시 동남구 영성로 33,충청남도 천안시 동남구 사직동 178-2,,36.8012177,127.1504854
천안농협 남부지점,09:00~16:00,생활서비스,충청남도 천안시 동남구 사직로 10-7,충청남도 천안시 동남구 사직동 176-15,041-568-1791,36.80119767,127.1502921
공실435,폐업,기타,충청남도 천안시 동남구 사직로 10-5,충청남도 천안시 동남구 사직동 176-16,,36.80116857,127.1501463
공실436,폐업,기타,충청남도 천안시 동남구 사직로 10-5,충청남도 천안시 동남구 사직동 176-16,,36.80115738,127.1500903
영광유통,07:00~17:00,축산물,충청남도 천안시 동남구 사직로 10-5,충청남도 천안시 동남구 사직동 176-16,041-522-5722,36.80113511,127.149883
상일리베가구,09:00~19:00,기타,충청남도 천안시 동남구 사직로 12,충청남도 천안시 동남구 사직동 175-8,041-555-0484,36.80111507,127.1496952
땅스부대찌개,09:00~20:00,식당/음식,충청남도 천안시 동남구 사직로 12,충청남도 천안시 동남구 사직동 175-8,041-555-8599,36.80112002,127.1496036
오드리옷장,10:00~19:00,의류/잡화,충청남도 천안시 동남구 사직로 12,충청남도 천안시 동남구 사직동 175-8,,36.80116046,127.1495799
충남신발가방총판,10:00~19:00,의류/잡화,충청남도 천안시 동남구 사직로 12,충청남도 천안시 동남구 사직동 175-8,041-552-7261,36.8011783,127.1495749
비와이씨,09:00~20:00,의류/잡화,충청남도 천안시 동남구 사직로 12,충청남도 천안시 동남구 사직동 175-8,041-562-5772,36.80119333,127.1495639
가방나라,08:30~20:00,의류/잡화,충청남도 천안시 동남구 사직로 14,충청남도 천안시 동남구 사직동 175-6,041-568-3214,36.80124588,127.149575
바다한스푼,07:30~19:30,수산물,충청남도 천안시 동남구 사직로 16,충청남도 천안시 동남구 사직동 175-2,,36.80162668,127.1495113
풍세고무,08:30~19:30,의류/잡화,충청남도 천안시 동남구 사직로 14-1,충청남도 천안시 동남구 사직동 175-3,041-562-4956,36.80149598,127.1495419
부부침구,08:00~19:00,침구/주단,충청남도 천안시 동남구 사직로 14-1,충청남도 천안시 동남구 사직동 175-3,041-563-5850,36.80143965,127.1495502
즉석총각두부,07:00~19:00,마트/식품,충청남도 천안시 동남구 사직로 16,충청남도 천안시 동남구 사직동 175-2,041-553-3778,36.80159816,127.1494955
서산집,06:00~21:00,식당/음식,충청남도 천안시 동남구 사직로 18,충청남도 천안시 동남구 사직동 175-10,041-555-6650,36.80174838,127.1494723
민영활어공장,07:00~19:00,식당/음식,충청남도 천안시 동남구 사직로 18,충청남도 천안시 동남구 사직동 175-10,041-522-7094,36.80161248,127.1494852
삼성상회,06:00~18:00,농산물/청과,충청남도 천안시 동남구 사직로 18,충청남도 천안시 동남구 사직동 175-10,041-567-2804,36.80174641,127.1494785
옛맷돌즉석두부,07:00~18:00,마트/식품,충청남도 천안시 동남구 사직로 18,충청남도 천안시 동남구 사직동 175-10,041-552-1660,36.80184292,127.14953
순흥다방,07:30~20:00,식당/음식,충청남도 천안시 동남구 사직로 18,충청남도 천안시 동남구 사직동 175-10,041-567-4492,36.80169419,127.1494764
로맨틱카페,11:00~18:30,식당/음식,충청남도 천안시 동남구 큰시장길 28,충청남도 천안시 동남구 사직동 176-9,,36.80184274,127.1496677
중앙동야채,06:30~19:30,농산물/청과,충청남도 천안시 동남구 큰시장길 28,충청남도 천안시 동남구 사직동 176-9,,36.80184716,127.1497471
보떼,09:00~18:00,생활용품,충청남도 천안시 동남구 큰시장길 28,충청남도 천안시 동남구 사직동 176-9,041-563-3761,36.80186508,127.1498311
기운차림,10:00~14:00,식당/음식,충청남도 천안시 동남구 큰시장길 28-1,충청남도 천안시 동남구 사직동 176-10,041-564-8988,36.80160823,127.1498587
시온침구사,09:00~18:00,침구/주단,충청남도 천안시 동남구 큰시장길 30,충청남도 천안시 동남구 사직동 176-8,041-551-5062,36.80188062,127.1500105
국민불교사,09:00~18:00,기타,충청남도 천안시 동남구 큰시장길 32,충청남도 천안시 동남구 사직동 176-5,041-555-2816,36.80189166,127.1501842
은성한약건재약업사,09:00~18:00,의료/건강,충청남도 천안시 동남구 큰시장길 34,충청남도 천안시 동남구 사직동 176-1,041-565-6577,36.80191391,127.1504055
종로보석,09:00~18:00,기타,충청남도 천안시 동남구 큰시장길 34,충청남도 천안시 동남구 사직동 176-1,041-552-2539,36.80191178,127.1503131
별이네과일,08:30~19:00,농산물/청과,충청남도 천안시 동남구 큰시장길 34,충청남도 천안시 동남구 사직동 176-1,,36.80188238,127.1503999
공실462,공실,기타,충청남도 천안시 동남구 큰재빼기길 30,충청남도 천안시 동남구 오룡동 189-24,,36.80408038,127.149456
