업종명,기업체명,소재지,주생산품,전화번호
금속가공제품(기계 및 가구제외),대도기공,충청남도 천안시 동남구 목천읍 삼성3길 10-16,철구조물,041-576-7060
비금속광물제,대동산업(주),충청남도 천안시 서북구 성거읍 천일고2길 150,타일,041-583-6011
기타기계 및 장비,대동정밀,충청남도 천안시 서북구 성환읍 대홍3길 128-8 (대동정밀),"비료살포기,트랙터용씨레",041-581-9944
"의료, 정밀, 광학기기 및 시계",대륙ENG,충청남도 천안시 서북구 직산읍 4산단7로 17-11 (대륙ENG),원자현미경제조,041-585-3397
기타기계 및 장비,대륙기계,충청남도 천안시서북구 직산읍 마정리 504번지,"발전기,농기계",041-563-3125
기타기계 및 장비,대륙테크,충청남도 천안시 서북구 직산읍 4산단7로 156-3,반도체 부품,041-587-7664
화학물질 및 화학제품:의약품제외,대림테크(주),"충청남도 천안시 서북구 성환읍 왕지1길 51, 1동 2층","자동차부품,플라스틱성형",041-590-8881
식료품,대명ENG,충청남도 천안시 동남구 성남면 성남신덕1길 299-5,자동차밀러케이스,
기타기계 및 장비,대명산업,충청남도 천안시 동남구 풍세면 풍세산단2로 27,농기계(과일선별기),041-522-9414
기타기계 및 장비,대산기계,충청남도 천안시 동남구 성남면 용원리 138-3 외 1필지,요업용 기계,041-574-9581
자동차 및 트레일러,대산이엔씨(주),충청남도 천안시 서북구 성환읍 천안대로 2122-48 외 3필지,"Wipe Moter,S/R Moter, Stop Lamp S/W",041-588-1100
식료품,대상 주식회사 천안공장,충청남도 천안시 서북구 2공단5로 51 (차암동),"케찹,액체양념류,후추류,액젖류,소스류,캔햄",041-559-7200
식료품,대상라이프사이언스 주식회사 천안2공장,충청남도 천안시 서북구 2공단2로 112 (업성동),뉴케어,041-559-7225
식료품,대상라이프사이언스 주식회사 천안공장 ,충청남도 천안시 서북구 2공단5로 51 (차암동),뉴케어 ,041-559-7225
식료품,대상푸드플러스(주),충청남도 천안시 동남구 풍세면 용정리 997번지,사골농축액,041-550-7900
식료품,대서푸드,충청남도 천안시 서북구 백석공단4길 15 (백석동),돼지양념구이,041-557-0224
기타기계 및 장비,대성이엔티(주),충청남도 천안시서북구 직산읍 마정리 492번지,교반기,041-551-9239
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",대성전자(주),충청남도 천안시서북구 백석동 555-47번지,"CATV동축장치,PCM단국장치",041-552-3831
식료품,대성정밀공업,충청남도 천안시 동남구 성남면 석곡3길 20-20 ((주)신일산업) 외 2필지,자동차부품용프레스제품,041-556-9997
자동차 및 트레일러,대성프라스틱,충청남도 천안시 서북구 성환읍 연암율금로 434-8 (태성프라스틱),"PASSIVE 안전벨트,전후진셔틀시스템",051-324-2952
고무제품 및 플라스틱제품,대신P&C,충청남도 천안시서북구 직산읍 판정리 340-8번지 번지 외3필지,식품용 무독성 위생용기,041-521-5471
금속가공제품(기계 및 가구제외),대신건설자재,충청남도 천안시 서북구 성환읍 왕지1길 255-6,유로폼용 다기능 고정크램프,
가구,대신기공,충청남도 천안시 서북구 직산읍 4산단4로 60,분전반외 전자부품,041-583-9877
금속가공제품(기계 및 가구제외),대신메탈라이징(주) 천안공장,충청남도 천안시 동남구 성남면 5산단1로 84,표면처리강재,041-522-7024
금속가공제품(기계 및 가구제외),대아산업,충청남도 천안시 서북구 성환읍 신방로 300 외 1필지,보일러증기배관부품 외,041-581-0123
1차금속,대아이앤씨(주),충청남도 천안시 서북구 직산읍 덕고개길 14,냉간압연제품,02-3461-8885
기타기계 및 장비,대아툴(주),충청남도 천안시 동남구 풍세면 풍세산단로 200,톱날 등,041-565-5114
기타기계 및 장비,대양로지스,충청남도 천안시 동남구 풍세면 금호3길 56-24 (가동중단된공장),"지게차, 물품취급장비",041-553-9966
금속가공제품(기계 및 가구제외),대양산업기계(주),충청남도 천안시 서북구 성환읍 문화촌1길 46,"권앙기계,수문",041-582-0364
고무제품 및 플라스틱제품,대양특수기계,충청남도 천안시서북구 직산읍 마정리 526번지,"산업용기계,고무바킹외",041-572-4765
고무제품 및 플라스틱제품,대양프라스틱,충청남도 천안시서북구 입장면 기로리 265번지 외 1필지,"립스틱케이스, 히터케이스",041-585-9393
금속가공제품(기계 및 가구제외),대영금속,충청남도 천안시 동남구 풍세면 가송로 190,손톱깎기,041-554-5685
금속가공제품(기계 및 가구제외),대영산업기계,충청남도 천안시 서북구 연암율금로 143 -20(성환읍),"수문,포장기계, 권양기(수문개폐용),금속난간울타리,수문밸브류",041-588-8600
목재 및 나무제품(가구제외),대영수출포장,충청남도 천안시 서북구 입장면 독정3길 66 (대영수출포장),목재파레트,041-584-7406
"펄프,종이 및 종이제품",대영지관,충청남도 천안시 동남구 동면 화복로 122,콘지관,041-564-4213
금속가공제품(기계 및 가구제외),대영하이테크 주식회사,충청남도 천안시 서북구 연암율금로 143 -20(성환읍) 2동 1층,"수문, 금속난간울타리, 수문밸브류, 권양기(수문개폐용)   ",041-582-8100
화학물질 및 화학제품:의약품제외,대웅산업,충청남도 천안시 동남구 성남면 대흥1길 218-25,플라스틱 재생수지,041-551-0653
자동차 및 트레일러,대원강업(주),충청남도 천안시 서북구 성거읍 오송1길 114-41 외 1필지,"차량용스프링,철도용스프링",041-520-7715
자동차 및 트레일러,대원강업(주) 성환공장,충청남도 천안시 서북구 성환읍 성월2길 65 (대원강업),자동차 및 철도차량시트,041-580-4200
고무제품 및 플라스틱제품,대원산업,충청남도 천안시서북구 직산읍 판정리 62-10번지 외 3필지,"마스팅테이프(종이),카바링테이프(비닐)",041-521-5852
식료품,대원산업(주),충청남도 천안시 동남구 성남면 성남신덕1길 343,동식물유지,041-565-3242
"펄프,종이 및 종이제품",대원아트팩,충청남도 천안시 서북구 연암율금로 143 -23(성환읍),골판지상자,041-534-6918
금속가공제품(기계 및 가구제외),대원엔지니어링,충청남도 천안시서북구 직산읍 양당리 5-17번지,저장용기제조업,
고무제품 및 플라스틱제품,대원케미칼(주),충청남도 천안시 서북구 성거읍 천흥8길 67-34,"복합수지, 자동차 차체용부품",041-622-3765
화학물질 및 화학제품:의약품제외,대원테크,충청남도 천안시 동남구 동면 동산행암길 35-23,"PE수로관,맨홀",
1차금속,대원테크,충청남도 천안시 서북구 입장면 연곡길 161,정밀판금,041-582-8207
자동차 및 트레일러,대원하이텍 주식회사,충청남도 천안시 서북구 2공단2로 105 (차암동),자동차 차체용 신품 부품(데시보드),041-523-9177
전기장비,대윤테크놀로지(주),충청남도 천안시서북구 백석동 555-27번지,"CHARGER,핸드폰충전기",041-550-3835
자동차 및 트레일러,대일공업(주),충청남도 천안시 서북구 직산읍 부송1길 83 ((주)대일공업),자동차부품제조,041-563-6341
의료용물질 및 의약품,대일화학공업(주),충청남도 천안시 서북구 직산읍 금곡로 52-43 외 1필지,"밴드,빠삐방",041-552-7177
식료품,대전충남양계축산업협동조합,충청남도 천안시 동남구 목천읍 천정1길 209 외 1필지,계란 및 구운계란,041-555-7742
식료품,대전충남양돈농협 포크빌제2공장,"충청남도 천안시 동남구 신방남부길 34 (신방동, 대전충남양돈농협육가공공장)","돈육,우육,햄소세지",041-577-3295
식료품,대전충남양돈축산업협동조합 포크빌축산물공판장,충청남도 천안시 동남구 성남면 5산단1로 81,"돈(豚),우(牛)지육.  돈(豚),우(牛)정육, 육가공품 ",041-570-1332
자동차 및 트레일러,대정럽텍(주),충청남도 천안시 서북구 성환읍 대홍1길 16 (대정렙택주식회사),Rubber Mount & Bush Mount,041-587-7142
자동차 및 트레일러,대정테크,"충청남도 천안시 동남구 성남면 대흥1길 173-65, 외 1필지",자동차부품,041-553-2944
기타기계 및 장비,대주플랜트(주),충청남도 천안시 동남구 풍세면 태학산로 138,"여과기,가변스프링행키",041-522-2831
섬유제품,대지산업,충청남도 천안시 서북구 성환읍 매주2길 5 ((주)삼현시스템) (총 5 필지) 외 4필지,"PP밴드포장용끈,CVR케이스,PCB판,전자부품",041-581-0234
금속가공제품(기계 및 가구제외),대지상사,충청남도 천안시 동남구 성남면 봉양5길 7 (인우(주)),"농산물(참깨,고추)가루",
기타기계 및 장비,대지상사,"충청남도 천안시 동남구 성남면 봉양1길 128, 번지 외 2필지",액란,
기타기계 및 장비,대진디엔에스(주),"충청남도 천안시 서북구 입장면 성진로 1178, 외 4필지 (대진DNS)",토목공사유사장비,041-587-5600
의료용물질 및 의약품,대진산업,충청남도 천안시 동남구 풍세면 하마길 46,골판지상자,041-622-4648
고무제품 및 플라스틱제품,대진산업(주),충청남도 천안시 동남구 성남면 신사운전길 200,플라스틱 필름,041-523-5751
기타기계 및 장비,대진유니텍,충청남도 천안시서북구 성거읍 천흥리 316-6번지,금형,041-587-8001
"펄프,종이 및 종이제품",대진전기,충청남도 천안시 동남구 성남면 신사2길 31 (성남예은학원),"제조,전기부품",041-553-4461
기타기계 및 장비,대진정공(주),충청남도 천안시서북구 성거읍 소우리 170-2번지,호환용절삭구제조,041-587-8011
가구,대진침대(주),충청남도 천안시 서북구 직산읍 용정리1길 7 (대친침대천안공장),"메트리스, 침대",041-521-5471
가구,대진침대(주)제2공장,충청남도 천안시 서북구 입장면 도림길 46 외 1필지,"메트리스, 내장가구",041-587-3500
기타기계 및 장비,대찬,충청남도 천안시 서북구 입장면 신두리 292,반도체조립장비,070-8823-5537
화학물질 및 화학제품:의약품제외,대창화학공업(주),충청남도 천안시 동남구 풍세면 보성리 0-0번지 풍세일반산업단지 A3-1,희황산,042-273-8851
목재 및 나무제품(가구제외),대한가설산업,충청남도 천안시 동남구 정골2길 81 (구성동),유로폼 외,041-555-0309
금속가공제품(기계 및 가구제외),대한보일러(주),충청남도 천안시서북구 직산읍 군서리 42-14번지,보일러,
식료품,대한사료(주),충청남도 천안시동남구 성남면 용원리 235-4번지 258-7,섬유질사료,041-553-3804
목재 및 나무제품(가구제외),대한수출포장(주),충청남도 천안시 서북구 입장면 홍천당곡길 56 외 1필지,"기둥,문,창호",041-566-4320
목재 및 나무제품(가구제외),대한수출포장(주),충청남도 천안시 서북구 입장면 홍천당곡길 56,"목재포자용상자, 목재파레트",041-564-4320
목재 및 나무제품(가구제외),대한수출포장(주) 제2공장,충청남도 천안시 서북구 입장면 홍천당곡길 60,각재 및 판재,041-564-4320
"의료, 정밀, 광학기기 및 시계",대한이엔지(주),"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 M동 B115호 (백석동)",산업설비/자동화설비,041-531-0370
기타기계 및 장비,대한전열공업(주),충청남도 천안시 동남구 풍세면 미죽1길 78 ((주)대한전열공업) 외 2필지,"산업용 노,히타",041-522-3161
기타기계 및 장비,대한정밀(주),충청남도 천안시서북구 직산읍 삼은리 21-4번지,"합성섬유방사용노즐,유압펌프",
기타기계 및 장비,대한중기공업사,충청남도 천안시서북구 신당동 257번지,중기정비수리업,041-553-6310
자동차 및 트레일러,대한칼소닉(주),충청남도 천안시서북구 입장면 호당리 340번지,차량용에어콘,041-580-6223
비금속광물제,대한콘크리트,충청남도 천안시 서북구 성환읍 연암율금로 200,"플륨관, 맨홀",041-581-0308
금속가공제품(기계 및 가구제외),대한테크,충청남도 천안시서북구 성환읍 매주리 631번지 외 1필지,반도체부품,041-573-2078
화학물질 및 화학제품:의약품제외,대한파카라이징(주),충청남도 천안시 동남구 성남면 대화리 329번지 330,금속표면처리제,041-523-9944
고무제품 및 플라스틱제품,대한하이텍,충청남도 천안시 서북구 성환읍 지족향길 63-1 (일반공장),"도어패드,공조기보온재,흡입재,차음재",041-588-8890
식료품,대해식품,충청남도 천안시 풍세면 미죽리,초고추장.떡볶이소스.불고기양념.매운탕양념등,041-563-7268
금속가공제품(기계 및 가구제외),대현테크,충청남도 천안시서북구 두정동 393-6번지,"디스크커버,디스크",041-565-2739
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",대홍테크뉴,충청남도 천안시 서북구 직산읍 부송1길 42,온압보정기,02-3442-2600
전기장비,대화전기산업(주),충청남도 천안시 동남구 목천읍 서흥1길 8 (미래오토텍),저항 용접기 자동화장치,041-555-2646
기타기계 및 장비,대흥중기,충청남도 천안시서북구 두정동 394-7번지,장비,
기타기계 및 장비,대흥지게차물류(주),충청남도 천안시 동남구 망향로 34-5 (신부동),"지게차 제조,수리",041-556-8795
비금속광물제,대흥콘크리트(주),충청남도 천안시 동남구 목천읍 응원2길 24,"벽돌,블럭외",041-554-6211
1차금속,대흥특수금속,충청남도 천안시 동남구 광덕면 광덕로 424 ,산업기계부품,041-566-5808
화학물질 및 화학제품:의약품제외,대흥특수화학(주),충청남도 천안시 동남구 성남면 대화리 359번지,접착제,031-366-1581
기타기계 및 장비,대흥하이텍(주),충청남도 천안시서북구 성환읍 성환23길 9,비접촉방송플레이트,041-582-2295
산업용 기계 및 장비수리업,더블에이건기,충청남도 천안시 서북구 성환읍 왕림길 66,건설기계장비 정비,
1차금속,더스코와이어(주),충청남도 천안시 동남구 성남면 대흥1길 173-130 (총 3 필지) 외 2필지,철강선,041-553-7482
금속가공제품(기계 및 가구제외),더존앤테크(주),충청남도 천안시 서북구 성환읍 와우2길 102 외 6필지,"돌망태,메쉬휀스,용접철망등",041-582-5200
금속가공제품(기계 및 가구제외),더존앤테크(주),"충청남도 천안시 서북구 성환읍 안궁3길 16,외 2필지",금속울타리 용접철망,041-582-5200
고무제품 및 플라스틱제품,더하나 산업 유한회사,충청남도 천안시 동남구 성남면 석곡3길 60-13 1동,"직물포대, 식생매트",041-522-1130
화학물질 및 화학제품:의약품제외,덕산네오룩스(주),충청남도 천안시 서북구 입장면 유리 335-3,"HTL, HIL, EML",041-590-5400
고무제품 및 플라스틱제품,덕성산업,충청남도 천안시 서북구 입장면 갈산길 1 (덕성산업),전선관,041-588-3188
기타기계 및 장비,데이지팜,충청남도 천안시 동남구 성남면 성남로 339,트랙터부착용 농기계,
기타기계 및 장비,도담이엔지,충청남도 천안시 동남구 풍세면 풍세산단2로 50-4,자동화장비,
기타기계 및 장비,도드람바이오(주),충청남도 천안시 서북구 입장면 섶머리2길 12-33 외 2필지,"음식물 소멸기계, 축분 처리기계",
기타기계 및 장비,도림카센타,충청남도 천안시 서북구 입장면 도림리 324-3,건설기계(정비완료),041-583-7552
식료품,도미노피자 천안공장,충청남도 천안시 서북구 성거읍 석문길 149 ((주)도미노피자),피자용빵(도우),041-557-0867
기타기계 및 장비,도요테크,충청남도 천안시 서북구 성환읍 대홍리 243-13,반도체 제조용 부품,031-611-1570
기타기계 및 장비,도희개발 2공장,충청남도 천안시 서북구 삼사로 2028 -24(입장면) 외 3필지,슬로팅기,
기타기계 및 장비,동광고진공,충청남도 천안시서북구 직산읍 성진로 351,"수리가 완료된 고진공펌프, 압축기, 반도체부품",041-521-5471
전기장비,동광기전,충청남도 천안시서북구 성환읍 도하리 242번지,컷 아웃 스위치,041-581-6274
식료품,동광실업,충청남도 천안시서북구 직산읍 수헐리 96번지,큰과자,041-521-5852
금속가공제품(기계 및 가구제외),동남수출포장주식회사,충청남도 천안시 동남구 성남면 대흥리 546-2 외 6필지,종이박스,
금속가공제품(기계 및 가구제외),동림홈즈(주),충청남도 천안시 서북구 성환읍 홍경길 147,철문,041-581-0605
"의복,의복액세서리 및 모피제품",동보상사,충청남도 천안시 서북구 업성동 590,"츄리닝,티셔츠,영유아복",041-585-0106
금속가공제품(기계 및 가구제외),동부샤링,충청남도 천안시 동남구 목천읍 삼성3길 8-32,철구조물용부속품,041-554-7457
식료품,동산민속식품,충청남도 천안시 동남구 북면 동평3길 16 (동산민속식품),떡,041-622-4418
전기장비,동서메탈(주),충청남도 천안시 서북구 성환읍 율금1길 8-10 동서메탈(주)제1공장,"배관류, 열교환기",041-542-7374
전기장비,동서메탈(주) 제2공장,충청남도 천안시 서북구 성환읍 율금1길 8-3,보일러부품 ,041-556-7374
전기장비,동서상사,충청남도 천안시서북구 신당동 436-1번지,선풍기,
기타기계 및 장비,동성기업,"충청남도 천안시 서북구 직산읍 상덕로 384, 외 1필지","중기부품(유압실린더,유공압밸브)",
기타기계 및 장비,동성산업롤(제2공장),충청남도 천안시 서북구 성환읍 성월리 265-3 외 7필지,산업용롤,041-588-0880
자동차 및 트레일러,동성정밀,충청남도 천안시 서북구 성거읍 모전2길 156 ,"자동차부품,반도체장비부품",
의료용물질 및 의약품,동아에스티(주),충청남도 천안시 서북구 백석공단1로 200-23 (차암동),"스티렌, 모티리톤",041-621-1500
의료용물질 및 의약품,동아위생재료,충청남도 천안시 동남구 수신면 장산2길 79-36 (총 2 필지) 외 1필지,"거즈,소다라임",041-552-8220
고무제품 및 플라스틱제품,동아전기부품(주)성환,충청남도 천안시서북구 성환읍 율금리 777-41번지 외 1필지 외 1필지,자동차부품,
자동차 및 트레일러,동아전장(주),충청남도 천안시 동남구 수신면 발산길 152 (동아전장(주)),자동차 부품,041-563-1116
의료용물질 및 의약품,동아제약(주) 천안공장,충청남도 천안시 서북구 백석공단1로 200-23 (차암동),"박카스,판피린, 베나치오",041-629-6513
기타기계 및 장비,동아초경공업사,충청남도 천안시 동남구 성남면 용원4길 87-18,너트형금형 초경다이,041-562-1112
기타제품,동아패킹,충청남도 천안시 동남구 성남면 대흥1길 173-37,포장용판지상자,041-554-7133
고무제품 및 플라스틱제품,동아화성(주),충청남도 천안시서북구 입장면 도림리 42번지,자동차용 고무제품,041-584-7571
기타기계 및 장비,동양물산기업(주),충청남도 천안시서북구 두정동 52-5번지,농기계부품,041-562-9771
1차금속,동양방식 주식회사,"충청남도 천안시 서북구 2공단5로 64 (차암동, 동양방식(주))","M9-ANODE, A1-ANODE, PB-AGANODE",041-621-1761
"펄프,종이 및 종이제품",동양산업,충청남도 천안시 동남구 풍세면 상정2길 9-6,"티슈,화장지",
"펄프,종이 및 종이제품",동양제지(주),충청남도 천안시 서북구 입장면 독정3길 50,종이상자,
1차금속,동양철관(주),충청남도 천안시 동남구 풍세면 풍세로 515 외 5필지,"배관용,구조용 강관",041-578-5511
금속가공제품(기계 및 가구제외),동오정밀(주),충청남도 천안시 서북구 직산읍 2공단5로 97-31,"PANEL류, STAND ASSY류",041-581-7900
자동차 및 트레일러,동원금속공업(주),충청남도 천안시서북구 직산읍 마정리 500번지,도어 후레임,041-530-3126
자동차 및 트레일러,동원테크(주),충청남도 천안시서북구 직산읍 마정리 500번지 마정산업단지,자동차 머플러,041-530-3122
기타기계 및 장비,동원테크놀러지(주),충청남도 천안시서북구 직산읍 군서리 32-9번지,반도체장비부품,041-521-5471
자동차 및 트레일러,동원테크놀러지(주),충청남도 천안시 서북구 직산읍 구직산길 3-32 (동원화학(주)),FAN COOLING,041-582-1141
"의료, 정밀, 광학기기 및 시계",동일산업(주),충청남도 천안시서북구 직산읍 신갈리 95-1번지,제습기,041-521-5852
고무제품 및 플라스틱제품,동일특수밸트,,진공흡착패드,041-570-6667
고무제품 및 플라스틱제품,동일화학공업(주),충청남도 천안시 서북구 성거읍 소우문덕길 6 외 6필지,투명 전도성 필름,041-557-0588
고무제품 및 플라스틱제품,동일화학공업(주),"충청남도 천안시 서북구 문성1길 1 (성거읍, (주)동일화학)",PVC시트필름,041-557-0588
전기장비,동진산업,충청남도 천안시서북구 성환읍 율금리 764-23번지,전선 케이블,041-582-2286
비금속광물제,동천쎄라믹스,충청남도 천안시 동남구 풍세면 태학산로 76,장신용도자기,041-568-1352
"의복,의복액세서리 및 모피제품",동하산업(주),충청남도 천안시서북구 성거읍 천흥리 322-2번지,"침대시트,환자복,수술복,소방포,중방포,벼개잇등",02-798-2111
전기장비,동해냉동,충청남도 천안시 서북구 직산읍 상덕2길 67,PLC 배전반,
전기장비,동해중전기,"충청남도 천안시 서북구 감나무골길 22-21 (업성동, 동해중전기)",자동제어반,041-583-4000
기타기계 및 장비,동호기전(주),충청남도 천안시 동남구 동면 화복로 132 (동호기전(주)),"농업용난방기,건조기",041-552-8744
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",동호산업,충청남도 천안시 서북구 직산읍 4산단4로 60 B동3층,기타전자부품,041-588-8326
금속가공제품(기계 및 가구제외),동호산업(주),"충청남도 천안시 서북구 업성2길 39 (업성동, 동호산업(주))","알미늄샷시,PVC샷시",041-621-9300
고무제품 및 플라스틱제품,동화산업(주),충청남도 천안시 동남구 수신면 우각골길 18 ((주)동화산업),프라스틱 호스,041-552-5244
전기장비,동화이에스(주),충청남도 천안시 서북구 성환읍 대홍1길 40 (TOCAD동화(주)) 외 1필지,핸드폰밧데리,041-581-0700
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",동흥전자(주),충청남도 천안시서북구 백석동 555-31번지,"트랜스포머, 전화기",041-552-3307
금속가공제품(기계 및 가구제외),두리기계공업(주),충청남도 천안시 서북구 직산읍 금곡로 113-10 (대부산업),결정기탱크외,041-584-3664
금속가공제품(기계 및 가구제외),두리이엔지,충청남도 천안시서북구 백석동 555-37번지,반도체장비 외,041-552-1541
기타기계 및 장비,두산공작기계 대청판매,충청남도 천안시 서북구 직산읍 상덕리 215-29,금속 절삭기계 및 CNC선반,041-521-5852
금속가공제품(기계 및 가구제외),두산엠티솔루션,충청남도 천안시서북구 직산읍 신갈리 280번지,"철골,호이스트,구조물가공 등",041-584-2477
기타기계 및 장비,두산지게차충남판매(주),"충청남도 천안시 동남구 고래울길 10-19 (구성동, 두산인프라코어)",지게차 판매 및 정비,041-555-1470
기타기계 및 장비,두성기계공업(주),"충청남도 천안시 서북구 2공단5로 97-9 (차암동, 두성기계공업)","열선반, 원심분리기, 아프리케이타",041-621-7071
금속가공제품(기계 및 가구제외),두송건설(주),충청남도 천안시 서북구 율금3길 14 (성환읍),"인터록 호스, 벨로우즈 튜브",02-525-2341
산업용 기계 및 장비수리업,두원기업,충청남도 천안시서북구 성환읍 율금리 310-3번지 외 4필지,신냉매 냉각장치,
전기장비,두원이엔지,충청남도 천안시 서북구 성환읍 왕림길 53-13,분전반,
산업용 기계 및 장비수리업,듀오백코리아(주)천안공장,충청남도 천안시 서북구 성환읍 연암로 112 (듀오백코리아㈜천안공장),SPONGE CURE,041-582-4824
기타운송장비,드론테크,충청남도 천안시 동남구 각원사길 69-4 (안서동) 상명대학교 창업보육센터 101호,드론 및 드론 부품,
기타기계 및 장비,드림에너지(주),충청남도 천안시서북구 직산읍 부송리 72-14번지,이중관식 히트파이프난방유니트,041-584-6600
전기장비,드림일렉트,충청남도 천안시 서북구 직산읍 모시1길 36 외 1필지,PLC(프로그램 내장 컨트롤러),
고무제품 및 플라스틱제품,드림케미칼(주),충청남도 천안시 동남구 동면 화복로 586-23 ((주)드림케미칼),"PVC샤시,합성목재",041-567-2663
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",드림텍오토모티브,충청남도 천안시 서북구 직산읍 상덕로 11-32,"무선통신용부품 및 안테나(외), 차량용 LED 모듈 및 지문모듈",041-521-5852
금속가공제품(기계 및 가구제외),드림피엔씨(주),충청남도 천안시 서북구 입장면 삼사로 2028-23 외 3필지,구조용 금속판 제품,041-582-6652
기타기계 및 장비,디-마인드테크,충청남도 천안시 서북구 성환읍 천안대로 2353 외 5필지,금형부품및기계부품,041-582-2103
기타기계 및 장비,디아이텍 주식회사,충청남도 천안시 서북구 2공단3로 93 (업성동),반도체 전기배선기구 및 반도체관련장비,041-621-5112
금속가공제품(기계 및 가구제외),디알비파텍(주),충청남도 천안시 서북구 직산읍 4산단3로 70,"산업용로봇, 자동화기기 등",070-7772-9000
"펄프,종이 및 종이제품",디알이엔지,충청남도 천안시 서북구 연곡길 171 (입장면) (유리 325-5번지),골판지 상자,
비금속광물제,디앤아이이앤지 주식회사,충청남도 천안시 서북구 직산읍 삼은리 113,불연(내화)덕트,041-521-5852
기타기계 및 장비,디앤엠,충청남도 천안시 서북구 4산단7로 16-23 (업성동),플라스틱성형용 금형,041-565-1704
자동차 및 트레일러,디에이치코리아(주)천안공장,충청남도 천안시서북구 직산읍 마정리 500번지,자동차용 머플러,041-584-7531
기타기계 및 장비,디에치이앤이(주),충청남도 천안시 서북구 직산읍 부송1길 42,브라켓,041-585-4344
기타기계 및 장비,디엠아이텍(주)천안공장,"충청남도 천안시 서북구 수레터1길 24 (차암동, 디엠아이텍(주)) 외 3필지",기계,031-216-7800
금속가공제품(기계 및 가구제외),디와이스틸,충청남도 천안시 동남구 성남면 대흥1길 173-30 (EASTERN) (총 2 필지) 외 1필지,배관지지장치,041-564-0205
"펄프,종이 및 종이제품",디자인벽지(주),충청남도 천안시 동남구 동면 동산행암길 265 (동면) (총 5 필지) 외 4필지,실크벽지,041-551-1225
기타기계 및 장비,디즈메카,충청남도 천안시서북구 직산읍 삼은리 43-5번지 충남테크노파크천안밸리 생산관,반도체 LCD 장비,041-589-0333
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",디지정보시스템,"충청남도 천안시 서북구 직산읍 직산로 136, 충남테크노파크 창업보육센터 정보영상융합센터 410호","CCTV, 영상감시장치",041-549-0998
"의료, 정밀, 광학기기 및 시계",디케이메디비젼(주),충청남도 천안시 서북구 직산읍 부송1길 23,광학기기용 렌즈,
기타기계 및 장비,디토 주식회사,"충청남도 천안시 서북구 백석공단1로 10, A동 609호(백석동, 천안 미래에이스하이테크시티)",자동화장비,041-906-5100
전기장비,라이트산업(주),충청남도 천안시 서북구 직산읍 부송1길 62,"조명기구, 조명광고판, 휴대용조명장치",041-565-7795
가구,래호가구,충청남도 천안시 서북구 성환읍 율금9길 127-39,"목재가구(식탁,쇼파,책상등)",
화학물질 및 화학제품:의약품제외,롬엔드하스전자재료코리아(유),충청남도 천안시서북구 백석동 736번지 외 1필지 외 1필지,포토레지스트,041-529-5615
화학물질 및 화학제품:의약품제외,롬엔드하스전자재료코리아(유),충청남도 천안시서북구 백석동 735-2번지,"OLED발광물질, 포토레지스터",041-529-5615
화학물질 및 화학제품:의약품제외,롬엔드하스전자재료코리아(유),충청남도 천안시 서북구 3공단6로 130 (차암동),"TMG및LCD용 DC,전자재료",041-529-9431
식료품,롯데푸드 주식회사,충청남도 천안시 서북구 2공단4로 19 (성성동),"빙과, 유산균음료, 경화유, 마아가린, 연유 등",041-621-4161
"의료, 정밀, 광학기기 및 시계",루트텍,"충청남도 천안시 서북구 천안대로 1223-24, 산학협력관 411호 (부대동, 공주대학교천안공과대학)",광학기기,070-8065-1459
가구,리쎄,충청남도 천안시 서북구 입장면 도림길 42 외 2필지,"침대, 침대매트리스",
자동차 및 트레일러,마스타전기차(주),충청남도 천안시 서북구 성거읍 망향로 553,전기차,02-590-7299
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",마이크로테크,충청남도 천안시서북구 직산읍 삼은리 43-5번지 충남테크노파크 생산관 1202호,반도체부품,041-589-0202
화학물질 및 화학제품:의약품제외,마페이코리아(유),충청남도 천안시 동남구 수신면 5산단6로 46 외 2필지,"방수제, 접착제 등",041-529-1700
고무제품 및 플라스틱제품,매일산업,충청남도 천안시서북구 직산읍 군서리 425-1번지,"PP,PE,HIDE(비닐)",
전기장비,매프전자,"충청남도 천안시 서북구 성환읍 대학로 91, 15315호(지식정보관)",BIOVIO,041-417-0935
의료용물질 및 의약품,맥널티제약 주식회사,충청남도 천안시 서북구 성환읍 율금리 761-10,"의약용제품,한의약제품,건강보조용액화식품",031-378-1460
기타기계 및 장비,메이드테크(주),충청남도 천안시서북구 직산읍 양당리 218-2번지 외 3필지,반도체설계·조립 및 검사용기계외,041-521-5475
전기장비,메카,충청남도 천안시 동남구 성남면 봉양1길 203-20 (메카전동공구),전동공구,041-558-6733
기타기계 및 장비,메카베이스,"충청남도 천안시 동남구 문암로 76, 창업보육센터 302호 (안서동, 백석대학교)","공장자동화장비,반도체제조용기계,평판디스플레이제조용기계",041-622-2188
